time,value
1619646002844,18078.14
1619646303340,18080.11
1619646602796,18085.72
1619646903212,18083.16
1619647202650,18084.58
1619647502603,18082.5
1619647803042,18073.63
1619648102979,18085.86
1619648402339,18088.17
1619648702661,18087.06
1619649003094,18087.92
1619649302481,18085.399999999998
1619649602847,18083.25
1619649903144,18085.3
1619650202569,18081.21
1619650502970,18086.43
1619650803355,18090.21
1619651102681,18091.72
1619651403122,18093.82
1619651702550,18093.16
1619652002955,18093.45
1619652303300,18093.36
1619652602642,18087.73
1619652903066,18092.64
1619653202510,18089.49
1619653503205,18084.3
1619653802653,18098.48
1619655422967,18105.07
1619655541262,18105.07
1619655565703,18105.27
1619655617217,18105.47
1619655632803,18105.47
1619655689140,18105.47
1619655746534,18105.47
1619655794365,18105.47
1619655821473,18105.47
1619655840694,18105.47
1619655897351,18105.47
1619655913751,18105.47
1619655940133,18105.47
1619656028399,18105.47
1619656122776,18105.43
1619656380898,18105.27
1619656416211,18105.31
1619656432282,18105.31
1619656452132,18105.31
1619656478019,18105.31
1619656502474,18105.27
1619656602610,18105.27
1619657358114,18105.27
1619657533804,18105.27
1619657933088,18105.47
1619657948446,18105.47
1619657988795,18105.71
1619658111063,18105.27
1619658210292,18105.71
1619658425051,18105.71
1619658453988,18105.71
1619658517037,18105.75
1619658598792,18105.83
1619658623392,18105.79
1619658709841,18105.79
1619660668304,18107.63
